strikePrice,expiryDate,CE,PE
23850,03-Jul-2025,"{'strikePrice': 23850, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE23850.00', 'openInterest': 13, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4650, 'totalSellQuantity': 4650, 'bidQty': 750, 'bidprice': 1628.55, 'askQty': 750, 'askPrice': 1741.5, 'underlyingValue': 25549}","{'strikePrice': 23850, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE23850.00', 'openInterest': 3604, 'changeinOpenInterest': 1489, 'pchangeinOpenInterest': 70.40189125295508, 'totalTradedVolume': 12730, 'impliedVolatility': 22.78, 'lastPrice': 3.6, 'change': -4.35, 'pChange': -54.71698113207547, 'totalBuyQuantity': 20775, 'totalSellQuantity': 6675, 'bidQty': 750, 'bidprice': 3.5, 'askQty': 750, 'askPrice': 3.8, 'underlyingValue': 25549}"
23900,03-Jul-2025,"{'strikePrice': 23900, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE23900.00', 'openInterest': 154, 'changeinOpenInterest': 80, 'pchangeinOpenInterest': 108.10810810810811, 'totalTradedVolume': 114, 'impliedVolatility': 0, 'lastPrice': 1630, 'change': 278.75, 'pChange': 20.62904717853839, 'totalBuyQuantity': 4725, 'totalSellQuantity': 3975, 'bidQty': 750, 'bidprice': 1579.2, 'askQty': 75, 'askPrice': 1640, 'underlyingValue': 25549}","{'strikePrice': 23900, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE23900.00', 'openInterest': 25989, 'changeinOpenInterest': 20284, 'pchangeinOpenInterest': 355.5477651183173, 'totalTradedVolume': 83214, 'impliedVolatility': 22.51, 'lastPrice': 4, 'change': -4.4, 'pChange': -52.38095238095239, 'totalBuyQuantity': 49800, 'totalSellQuantity': 41625, 'bidQty': 600, 'bidprice': 4, 'askQty': 1275, 'askPrice': 4.1, 'underlyingValue': 25549}"
23950,03-Jul-2025,"{'strikePrice': 23950, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE23950.00', 'openInterest': 11, 'changeinOpenInterest': 10, 'pchangeinOpenInterest': 1000, 'totalTradedVolume': 11, 'impliedVolatility': 0, 'lastPrice': 1547.25, 'change': 232.1500000000001, 'pChange': 17.652649988594032, 'totalBuyQuantity': 3975, 'totalSellQuantity': 3900, 'bidQty': 75, 'bidprice': 1570.3, 'askQty': 450, 'askPrice': 1643.5, 'underlyingValue': 25549}","{'strikePrice': 23950, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE23950.00', 'openInterest': 1569, 'changeinOpenInterest': 865, 'pchangeinOpenInterest': 122.86931818181819, 'totalTradedVolume': 8547, 'impliedVolatility': 22.24, 'lastPrice': 4.45, 'change': -4.499999999999999, 'pChange': -50.27932960893854, 'totalBuyQuantity': 16950, 'totalSellQuantity': 7425, 'bidQty': 75, 'bidprice': 3.9, 'askQty': 675, 'askPrice': 4.75, 'underlyingValue': 25549}"
24000,03-Jul-2025,"{'strikePrice': 24000, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24000.00', 'openInterest': 2489, 'changeinOpenInterest': 1333, 'pchangeinOpenInterest': 115.31141868512111, 'totalTradedVolume': 3008, 'impliedVolatility': 0, 'lastPrice': 1531.3, 'change': 274.54999999999995, 'pChange': 21.846031430276504, 'totalBuyQuantity': 7125, 'totalSellQuantity': 6600, 'bidQty': 150, 'bidprice': 1532.95, 'askQty': 75, 'askPrice': 1538.35, 'underlyingValue': 25549}","{'strikePrice': 24000, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24000.00', 'openInterest': 66827, 'changeinOpenInterest': 34856, 'pchangeinOpenInterest': 109.02380282130682, 'totalTradedVolume': 229726, 'impliedVolatility': 21.84, 'lastPrice': 4.75, 'change': -4.85, 'pChange': -50.520833333333336, 'totalBuyQuantity': 443100, 'totalSellQuantity': 240375, 'bidQty': 750, 'bidprice': 4.65, 'askQty': 3900, 'askPrice': 4.8, 'underlyingValue': 25549}"
24050,03-Jul-2025,"{'strikePrice': 24050, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24050.00', 'openInterest': 30, 'changeinOpenInterest': 15, 'pchangeinOpenInterest': 100, 'totalTradedVolume': 22, 'impliedVolatility': 0, 'lastPrice': 1449, 'change': 216.95000000000005, 'pChange': 17.608863276652738, 'totalBuyQuantity': 4875, 'totalSellQuantity': 4650, 'bidQty': 750, 'bidprice': 1461.15, 'askQty': 750, 'askPrice': 1543.05, 'underlyingValue': 25549}","{'strikePrice': 24050, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24050.00', 'openInterest': 1708, 'changeinOpenInterest': 263, 'pchangeinOpenInterest': 18.20069204152249, 'totalTradedVolume': 13651, 'impliedVolatility': 21.45, 'lastPrice': 5.1, 'change': -5.200000000000001, 'pChange': -50.4854368932039, 'totalBuyQuantity': 157875, 'totalSellQuantity': 8925, 'bidQty': 75, 'bidprice': 4.95, 'askQty': 375, 'askPrice': 5.45, 'underlyingValue': 25549}"
24100,03-Jul-2025,"{'strikePrice': 24100, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24100.00', 'openInterest': 158, 'changeinOpenInterest': 69, 'pchangeinOpenInterest': 77.52808988764045, 'totalTradedVolume': 166, 'impliedVolatility': 0, 'lastPrice': 1420.05, 'change': 268.04999999999995, 'pChange': 23.26822916666666, 'totalBuyQuantity': 3975, 'totalSellQuantity': 4200, 'bidQty': 75, 'bidprice': 1427.4, 'askQty': 225, 'askPrice': 1441.45, 'underlyingValue': 25549}","{'strikePrice': 24100, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24100.00', 'openInterest': 14672, 'changeinOpenInterest': 5343, 'pchangeinOpenInterest': 57.2730196162504, 'totalTradedVolume': 74368, 'impliedVolatility': 21.04, 'lastPrice': 5.45, 'change': -5.7, 'pChange': -51.12107623318386, 'totalBuyQuantity': 41925, 'totalSellQuantity': 18825, 'bidQty': 2175, 'bidprice': 5, 'askQty': 1800, 'askPrice': 5.4, 'underlyingValue': 25549}"
24150,03-Jul-2025,"{'strikePrice': 24150, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24150.00', 'openInterest': 9, 'changeinOpenInterest': 4, 'pchangeinOpenInterest': 80, 'totalTradedVolume': 5, 'impliedVolatility': 0, 'lastPrice': 1359.6, 'change': 272.64999999999986, 'pChange': 25.083950503703008, 'totalBuyQuantity': 4725, 'totalSellQuantity': 4650, 'bidQty': 750, 'bidprice': 1332.05, 'askQty': 750, 'askPrice': 1443.7, 'underlyingValue': 25549}","{'strikePrice': 24150, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24150.00', 'openInterest': 2049, 'changeinOpenInterest': -306, 'pchangeinOpenInterest': -12.993630573248408, 'totalTradedVolume': 14961, 'impliedVolatility': 20.64, 'lastPrice': 5.85, 'change': -6.35, 'pChange': -52.04918032786885, 'totalBuyQuantity': 15300, 'totalSellQuantity': 25200, 'bidQty': 3000, 'bidprice': 5.2, 'askQty': 75, 'askPrice': 5.85, 'underlyingValue': 25549}"
24200,03-Jul-2025,"{'strikePrice': 24200, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24200.00', 'openInterest': 335, 'changeinOpenInterest': 71, 'pchangeinOpenInterest': 26.893939393939394, 'totalTradedVolume': 182, 'impliedVolatility': 0, 'lastPrice': 1328.5, 'change': 268.75, 'pChange': 25.359754659117716, 'totalBuyQuantity': 4650, 'totalSellQuantity': 4200, 'bidQty': 150, 'bidprice': 1325.85, 'askQty': 300, 'askPrice': 1350, 'underlyingValue': 25549}","{'strikePrice': 24200, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24200.00', 'openInterest': 23092, 'changeinOpenInterest': 9778, 'pchangeinOpenInterest': 73.44149016073307, 'totalTradedVolume': 101852, 'impliedVolatility': 20.3, 'lastPrice': 6.4, 'change': -6.9, 'pChange': -51.8796992481203, 'totalBuyQuantity': 50550, 'totalSellQuantity': 55725, 'bidQty': 450, 'bidprice': 6.05, 'askQty': 75, 'askPrice': 6.2, 'underlyingValue': 25549}"
24250,03-Jul-2025,"{'strikePrice': 24250, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24250.00', 'openInterest': 15, 'changeinOpenInterest': 2, 'pchangeinOpenInterest': 15.384615384615385, 'totalTradedVolume': 8, 'impliedVolatility': 0, 'lastPrice': 1268.15, 'change': 261.45000000000005, 'pChange': 25.97099433793583, 'totalBuyQuantity': 4725, 'totalSellQuantity': 4725, 'bidQty': 750, 'bidprice': 1233.3, 'askQty': 825, 'askPrice': 1343.3, 'underlyingValue': 25549}","{'strikePrice': 24250, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24250.00', 'openInterest': 3328, 'changeinOpenInterest': 872, 'pchangeinOpenInterest': 35.504885993485345, 'totalTradedVolume': 19649, 'impliedVolatility': 19.95, 'lastPrice': 7, 'change': -7.5, 'pChange': -51.724137931034484, 'totalBuyQuantity': 19950, 'totalSellQuantity': 14325, 'bidQty': 150, 'bidprice': 6.5, 'askQty': 825, 'askPrice': 7, 'underlyingValue': 25549}"
24300,03-Jul-2025,"{'strikePrice': 24300, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24300.00', 'openInterest': 267, 'changeinOpenInterest': 97, 'pchangeinOpenInterest': 57.05882352941177, 'totalTradedVolume': 266, 'impliedVolatility': 0, 'lastPrice': 1220.3, 'change': 256.44999999999993, 'pChange': 26.606837163459033, 'totalBuyQuantity': 4200, 'totalSellQuantity': 4650, 'bidQty': 150, 'bidprice': 1230.5, 'askQty': 750, 'askPrice': 1295.1, 'underlyingValue': 25549}","{'strikePrice': 24300, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24300.00', 'openInterest': 22405, 'changeinOpenInterest': 13422, 'pchangeinOpenInterest': 149.41556272960037, 'totalTradedVolume': 97556, 'impliedVolatility': 19.46, 'lastPrice': 7.35, 'change': -8.6, 'pChange': -53.91849529780565, 'totalBuyQuantity': 28425, 'totalSellQuantity': 66300, 'bidQty': 75, 'bidprice': 7.1, 'askQty': 150, 'askPrice': 7.4, 'underlyingValue': 25549}"
24350,03-Jul-2025,"{'strikePrice': 24350, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24350.00', 'openInterest': 22, 'changeinOpenInterest': 1, 'pchangeinOpenInterest': 4.761904761904762, 'totalTradedVolume': 12, 'impliedVolatility': 0, 'lastPrice': 1158.95, 'change': 234.30000000000007, 'pChange': 25.339317579624733, 'totalBuyQuantity': 4725, 'totalSellQuantity': 4650, 'bidQty': 750, 'bidprice': 1135.35, 'askQty': 750, 'askPrice': 1245.85, 'underlyingValue': 25549}","{'strikePrice': 24350, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24350.00', 'openInterest': 4995, 'changeinOpenInterest': 3378, 'pchangeinOpenInterest': 208.90538033395177, 'totalTradedVolume': 23951, 'impliedVolatility': 19.1, 'lastPrice': 8.05, 'change': -9.7, 'pChange': -54.64788732394366, 'totalBuyQuantity': 19650, 'totalSellQuantity': 28500, 'bidQty': 75, 'bidprice': 8, 'askQty': 4725, 'askPrice': 8.05, 'underlyingValue': 25549}"
24400,03-Jul-2025,"{'strikePrice': 24400, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24400.00', 'openInterest': 540, 'changeinOpenInterest': 184, 'pchangeinOpenInterest': 51.68539325842696, 'totalTradedVolume': 404, 'impliedVolatility': 0, 'lastPrice': 1142.6, 'change': 276.0999999999999, 'pChange': 31.86381996537795, 'totalBuyQuantity': 4125, 'totalSellQuantity': 4800, 'bidQty': 75, 'bidprice': 1130.45, 'askQty': 750, 'askPrice': 1167, 'underlyingValue': 25549}","{'strikePrice': 24400, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24400.00', 'openInterest': 27483, 'changeinOpenInterest': 16704, 'pchangeinOpenInterest': 154.9679933203451, 'totalTradedVolume': 94930, 'impliedVolatility': 18.81, 'lastPrice': 9, 'change': -10.7, 'pChange': -54.314720812182735, 'totalBuyQuantity': 77625, 'totalSellQuantity': 62475, 'bidQty': 150, 'bidprice': 8.6, 'askQty': 600, 'askPrice': 9, 'underlyingValue': 25549}"
24450,03-Jul-2025,"{'strikePrice': 24450, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24450.00', 'openInterest': 108, 'changeinOpenInterest': 5, 'pchangeinOpenInterest': 4.854368932038835, 'totalTradedVolume': 203, 'impliedVolatility': 0, 'lastPrice': 1094.7, 'change': 273.85, 'pChange': 33.361759152098436, 'totalBuyQuantity': 4650, 'totalSellQuantity': 4650, 'bidQty': 750, 'bidprice': 1037.3, 'askQty': 750, 'askPrice': 1147.5, 'underlyingValue': 25549}","{'strikePrice': 24450, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24450.00', 'openInterest': 5030, 'changeinOpenInterest': 2848, 'pchangeinOpenInterest': 130.5224564619615, 'totalTradedVolume': 30450, 'impliedVolatility': 18.38, 'lastPrice': 9.7, 'change': -12.45, 'pChange': -56.20767494356659, 'totalBuyQuantity': 34200, 'totalSellQuantity': 20475, 'bidQty': 1425, 'bidprice': 9.65, 'askQty': 375, 'askPrice': 10, 'underlyingValue': 25549}"
24500,03-Jul-2025,"{'strikePrice': 24500, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24500.00', 'openInterest': 3293, 'changeinOpenInterest': 14, 'pchangeinOpenInterest': 0.42695943885330895, 'totalTradedVolume': 3615, 'impliedVolatility': 0, 'lastPrice': 1040.3, 'change': 266.5999999999999, 'pChange': 34.457800180948674, 'totalBuyQuantity': 8475, 'totalSellQuantity': 6525, 'bidQty': 150, 'bidprice': 1040.7, 'askQty': 75, 'askPrice': 1047, 'underlyingValue': 25549}","{'strikePrice': 24500, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24500.00', 'openInterest': 44665, 'changeinOpenInterest': 22677, 'pchangeinOpenInterest': 103.13352737857014, 'totalTradedVolume': 178331, 'impliedVolatility': 18.22, 'lastPrice': 11.3, 'change': -13.5, 'pChange': -54.43548387096774, 'totalBuyQuantity': 85725, 'totalSellQuantity': 222150, 'bidQty': 75, 'bidprice': 11.25, 'askQty': 675, 'askPrice': 11.35, 'underlyingValue': 25549}"
24550,03-Jul-2025,"{'strikePrice': 24550, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24550.00', 'openInterest': 131, 'changeinOpenInterest': 19, 'pchangeinOpenInterest': 16.964285714285715, 'totalTradedVolume': 86, 'impliedVolatility': 0, 'lastPrice': 980, 'change': 248.75, 'pChange': 34.01709401709402, 'totalBuyQuantity': 6975, 'totalSellQuantity': 4650, 'bidQty': 750, 'bidprice': 940.35, 'askQty': 750, 'askPrice': 1049.85, 'underlyingValue': 25549}","{'strikePrice': 24550, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24550.00', 'openInterest': 5533, 'changeinOpenInterest': 3234, 'pchangeinOpenInterest': 140.66985645933013, 'totalTradedVolume': 36520, 'impliedVolatility': 17.78, 'lastPrice': 12.2, 'change': -15.650000000000002, 'pChange': -56.193895870736085, 'totalBuyQuantity': 44025, 'totalSellQuantity': 71025, 'bidQty': 75, 'bidprice': 12.3, 'askQty': 32100, 'askPrice': 12.5, 'underlyingValue': 25549}"
24600,03-Jul-2025,"{'strikePrice': 24600, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24600.00', 'openInterest': 909, 'changeinOpenInterest': -14, 'pchangeinOpenInterest': -1.5167930660888407, 'totalTradedVolume': 598, 'impliedVolatility': 0, 'lastPrice': 936.1, 'change': 252.64999999999998, 'pChange': 36.96685931670202, 'totalBuyQuantity': 4050, 'totalSellQuantity': 3975, 'bidQty': 225, 'bidprice': 937.35, 'askQty': 75, 'askPrice': 948, 'underlyingValue': 25549}","{'strikePrice': 24600, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24600.00', 'openInterest': 16918, 'changeinOpenInterest': 7333, 'pchangeinOpenInterest': 76.50495565988524, 'totalTradedVolume': 100731, 'impliedVolatility': 17.48, 'lastPrice': 13.7, 'change': -17.55, 'pChange': -56.16, 'totalBuyQuantity': 39975, 'totalSellQuantity': 72900, 'bidQty': 1050, 'bidprice': 13.7, 'askQty': 6075, 'askPrice': 14, 'underlyingValue': 25549}"
24650,03-Jul-2025,"{'strikePrice': 24650, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24650.00', 'openInterest': 155, 'changeinOpenInterest': -43, 'pchangeinOpenInterest': -21.717171717171716, 'totalTradedVolume': 255, 'impliedVolatility': 0, 'lastPrice': 893.4, 'change': 259.4, 'pChange': 40.914826498422705, 'totalBuyQuantity': 8475, 'totalSellQuantity': 4725, 'bidQty': 750, 'bidprice': 843.95, 'askQty': 750, 'askPrice': 952.9, 'underlyingValue': 25549}","{'strikePrice': 24650, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24650.00', 'openInterest': 5711, 'changeinOpenInterest': 2912, 'pchangeinOpenInterest': 104.03715612718828, 'totalTradedVolume': 40194, 'impliedVolatility': 17.32, 'lastPrice': 16, 'change': -19.799999999999997, 'pChange': -55.307262569832396, 'totalBuyQuantity': 32925, 'totalSellQuantity': 36600, 'bidQty': 450, 'bidprice': 15, 'askQty': 750, 'askPrice': 15.8, 'underlyingValue': 25549}"
24700,03-Jul-2025,"{'strikePrice': 24700, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24700.00', 'openInterest': 1837, 'changeinOpenInterest': 97, 'pchangeinOpenInterest': 5.574712643678161, 'totalTradedVolume': 1781, 'impliedVolatility': 0, 'lastPrice': 855.3, 'change': 268.29999999999995, 'pChange': 45.706984667802374, 'totalBuyQuantity': 18225, 'totalSellQuantity': 5250, 'bidQty': 75, 'bidprice': 844.9, 'askQty': 75, 'askPrice': 852.55, 'underlyingValue': 25549}","{'strikePrice': 24700, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24700.00', 'openInterest': 21765, 'changeinOpenInterest': 9677, 'pchangeinOpenInterest': 80.05459960291198, 'totalTradedVolume': 124619, 'impliedVolatility': 16.88, 'lastPrice': 17.35, 'change': -23.449999999999996, 'pChange': -57.475490196078425, 'totalBuyQuantity': 52350, 'totalSellQuantity': 73725, 'bidQty': 225, 'bidprice': 17, 'askQty': 75, 'askPrice': 17.4, 'underlyingValue': 25549}"
24750,03-Jul-2025,"{'strikePrice': 24750, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24750.00', 'openInterest': 332, 'changeinOpenInterest': -64, 'pchangeinOpenInterest': -16.161616161616163, 'totalTradedVolume': 359, 'impliedVolatility': 0, 'lastPrice': 797.8, 'change': 254.04999999999995, 'pChange': 46.72183908045976, 'totalBuyQuantity': 14175, 'totalSellQuantity': 4050, 'bidQty': 75, 'bidprice': 795.85, 'askQty': 75, 'askPrice': 810, 'underlyingValue': 25549}","{'strikePrice': 24750, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24750.00', 'openInterest': 6963, 'changeinOpenInterest': 3617, 'pchangeinOpenInterest': 108.09922295277944, 'totalTradedVolume': 57967, 'impliedVolatility': 16.53, 'lastPrice': 19.35, 'change': -27.1, 'pChange': -58.34230355220667, 'totalBuyQuantity': 36375, 'totalSellQuantity': 52200, 'bidQty': 1050, 'bidprice': 18.95, 'askQty': 300, 'askPrice': 19.7, 'underlyingValue': 25549}"
24800,03-Jul-2025,"{'strikePrice': 24800, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24800.00', 'openInterest': 5476, 'changeinOpenInterest': -117, 'pchangeinOpenInterest': -2.0919005900232435, 'totalTradedVolume': 8874, 'impliedVolatility': 0, 'lastPrice': 754, 'change': 251.25, 'pChange': 49.97513674788662, 'totalBuyQuantity': 20925, 'totalSellQuantity': 5325, 'bidQty': 450, 'bidprice': 752, 'askQty': 150, 'askPrice': 755, 'underlyingValue': 25549}","{'strikePrice': 24800, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24800.00', 'openInterest': 31867, 'changeinOpenInterest': 8971, 'pchangeinOpenInterest': 39.18151642208246, 'totalTradedVolume': 181593, 'impliedVolatility': 16.2, 'lastPrice': 21.7, 'change': -31.500000000000004, 'pChange': -59.21052631578948, 'totalBuyQuantity': 47175, 'totalSellQuantity': 179925, 'bidQty': 675, 'bidprice': 21.45, 'askQty': 1950, 'askPrice': 21.7, 'underlyingValue': 25549}"
24850,03-Jul-2025,"{'strikePrice': 24850, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24850.00', 'openInterest': 816, 'changeinOpenInterest': -79, 'pchangeinOpenInterest': -8.8268156424581, 'totalTradedVolume': 781, 'impliedVolatility': 0, 'lastPrice': 702.35, 'change': 241.65000000000003, 'pChange': 52.4527892337747, 'totalBuyQuantity': 16200, 'totalSellQuantity': 5025, 'bidQty': 750, 'bidprice': 654.3, 'askQty': 750, 'askPrice': 759.05, 'underlyingValue': 25549}","{'strikePrice': 24850, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24850.00', 'openInterest': 8079, 'changeinOpenInterest': 1155, 'pchangeinOpenInterest': 16.68110918544194, 'totalTradedVolume': 84881, 'impliedVolatility': 15.97, 'lastPrice': 24.95, 'change': -36.25, 'pChange': -59.23202614379085, 'totalBuyQuantity': 19575, 'totalSellQuantity': 45150, 'bidQty': 525, 'bidprice': 24.4, 'askQty': 150, 'askPrice': 25, 'underlyingValue': 25549}"
