strikePrice,expiryDate,CE,PE
24900,03-Jul-2025,"{'strikePrice': 24900, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24900.00', 'openInterest': 4934, 'changeinOpenInterest': -279, 'pchangeinOpenInterest': -5.352004603874928, 'totalTradedVolume': 8229, 'impliedVolatility': 0, 'lastPrice': 663, 'change': 241.7, 'pChange': 57.37004509850463, 'totalBuyQuantity': 20250, 'totalSellQuantity': 5100, 'bidQty': 75, 'bidprice': 658.85, 'askQty': 150, 'askPrice': 665.7, 'underlyingValue': 25549}","{'strikePrice': 24900, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24900.00', 'openInterest': 25475, 'changeinOpenInterest': 9491, 'pchangeinOpenInterest': 59.378128128128125, 'totalTradedVolume': 157542, 'impliedVolatility': 15.68, 'lastPrice': 28.3, 'change': -42, 'pChange': -59.74395448079659, 'totalBuyQuantity': 25200, 'totalSellQuantity': 121425, 'bidQty': 75, 'bidprice': 28.05, 'askQty': 150, 'askPrice': 28.35, 'underlyingValue': 25549}"
24950,03-Jul-2025,"{'strikePrice': 24950, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE24950.00', 'openInterest': 1427, 'changeinOpenInterest': -86, 'pchangeinOpenInterest': -5.684071381361534, 'totalTradedVolume': 1897, 'impliedVolatility': 0, 'lastPrice': 613.1, 'change': 231.5, 'pChange': 60.66561844863732, 'totalBuyQuantity': 19200, 'totalSellQuantity': 4350, 'bidQty': 750, 'bidprice': 561.85, 'askQty': 75, 'askPrice': 621.45, 'underlyingValue': 25549}","{'strikePrice': 24950, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE24950.00', 'openInterest': 8174, 'changeinOpenInterest': 2680, 'pchangeinOpenInterest': 48.78048780487805, 'totalTradedVolume': 90357, 'impliedVolatility': 15.49, 'lastPrice': 32.85, 'change': -48.15, 'pChange': -59.44444444444444, 'totalBuyQuantity': 17475, 'totalSellQuantity': 54225, 'bidQty': 225, 'bidprice': 31.2, 'askQty': 375, 'askPrice': 33, 'underlyingValue': 25549}"
25000,03-Jul-2025,"{'strikePrice': 25000, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25000.00', 'openInterest': 24188, 'changeinOpenInterest': -1207, 'pchangeinOpenInterest': -4.752904114983265, 'totalTradedVolume': 56655, 'impliedVolatility': 0, 'lastPrice': 571, 'change': 227.85000000000002, 'pChange': 66.39953373160427, 'totalBuyQuantity': 37275, 'totalSellQuantity': 19800, 'bidQty': 75, 'bidprice': 567.9, 'askQty': 75, 'askPrice': 571, 'underlyingValue': 25549}","{'strikePrice': 25000, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25000.00', 'openInterest': 76813, 'changeinOpenInterest': 30731, 'pchangeinOpenInterest': 66.68764376546157, 'totalTradedVolume': 424354, 'impliedVolatility': 15.19, 'lastPrice': 37.3, 'change': -55.7, 'pChange': -59.892473118279575, 'totalBuyQuantity': 138900, 'totalSellQuantity': 580875, 'bidQty': 2175, 'bidprice': 37, 'askQty': 750, 'askPrice': 37.3, 'underlyingValue': 25549}"
25050,03-Jul-2025,"{'strikePrice': 25050, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25050.00', 'openInterest': 4472, 'changeinOpenInterest': -621, 'pchangeinOpenInterest': -12.193206361672884, 'totalTradedVolume': 7174, 'impliedVolatility': 0, 'lastPrice': 523.9, 'change': 217.7, 'pChange': 71.09732201175703, 'totalBuyQuantity': 21525, 'totalSellQuantity': 5250, 'bidQty': 750, 'bidprice': 500.1, 'askQty': 75, 'askPrice': 527, 'underlyingValue': 25549}","{'strikePrice': 25050, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25050.00', 'openInterest': 12439, 'changeinOpenInterest': 5757, 'pchangeinOpenInterest': 86.15683926967974, 'totalTradedVolume': 110473, 'impliedVolatility': 14.85, 'lastPrice': 42, 'change': -65.9, 'pChange': -61.07506950880445, 'totalBuyQuantity': 20100, 'totalSellQuantity': 64050, 'bidQty': 300, 'bidprice': 41.6, 'askQty': 375, 'askPrice': 42, 'underlyingValue': 25549}"
25100,03-Jul-2025,"{'strikePrice': 25100, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25100.00', 'openInterest': 13228, 'changeinOpenInterest': -3305, 'pchangeinOpenInterest': -19.990322385531968, 'totalTradedVolume': 44703, 'impliedVolatility': 6.46, 'lastPrice': 479.4, 'change': 206.25, 'pChange': 75.50796265788028, 'totalBuyQuantity': 25425, 'totalSellQuantity': 10800, 'bidQty': 75, 'bidprice': 478.95, 'askQty': 75, 'askPrice': 484.05, 'underlyingValue': 25549}","{'strikePrice': 25100, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25100.00', 'openInterest': 33489, 'changeinOpenInterest': 14812, 'pchangeinOpenInterest': 79.30609840980885, 'totalTradedVolume': 210453, 'impliedVolatility': 14.54, 'lastPrice': 47.65, 'change': -75.9, 'pChange': -61.43261837312829, 'totalBuyQuantity': 26700, 'totalSellQuantity': 256800, 'bidQty': 150, 'bidprice': 47.6, 'askQty': 825, 'askPrice': 48, 'underlyingValue': 25549}"
25150,03-Jul-2025,"{'strikePrice': 25150, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25150.00', 'openInterest': 2877, 'changeinOpenInterest': -3108, 'pchangeinOpenInterest': -51.92982456140351, 'totalTradedVolume': 21498, 'impliedVolatility': 8.95, 'lastPrice': 440.5, 'change': 199.25, 'pChange': 82.59067357512954, 'totalBuyQuantity': 24075, 'totalSellQuantity': 5475, 'bidQty': 150, 'bidprice': 435, 'askQty': 75, 'askPrice': 441, 'underlyingValue': 25549}","{'strikePrice': 25150, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25150.00', 'openInterest': 11033, 'changeinOpenInterest': 4258, 'pchangeinOpenInterest': 62.84870848708487, 'totalTradedVolume': 97513, 'impliedVolatility': 14.35, 'lastPrice': 55.2, 'change': -86.14999999999999, 'pChange': -60.948001414927475, 'totalBuyQuantity': 18525, 'totalSellQuantity': 130725, 'bidQty': 300, 'bidprice': 54, 'askQty': 75, 'askPrice': 55.6, 'underlyingValue': 25549}"
25200,03-Jul-2025,"{'strikePrice': 25200, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25200.00', 'openInterest': 16317, 'changeinOpenInterest': -14882, 'pchangeinOpenInterest': -47.70024680278214, 'totalTradedVolume': 172462, 'impliedVolatility': 9.23, 'lastPrice': 397.6, 'change': 185.40000000000003, 'pChange': 87.37040527803961, 'totalBuyQuantity': 57450, 'totalSellQuantity': 14475, 'bidQty': 75, 'bidprice': 396.95, 'askQty': 75, 'askPrice': 397.55, 'underlyingValue': 25549}","{'strikePrice': 25200, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25200.00', 'openInterest': 67325, 'changeinOpenInterest': 28250, 'pchangeinOpenInterest': 72.29686500319897, 'totalTradedVolume': 384020, 'impliedVolatility': 14.08, 'lastPrice': 63.05, 'change': -98.14999999999999, 'pChange': -60.88709677419355, 'totalBuyQuantity': 82725, 'totalSellQuantity': 623775, 'bidQty': 75, 'bidprice': 62.95, 'askQty': 450, 'askPrice': 63.5, 'underlyingValue': 25549}"
25250,03-Jul-2025,"{'strikePrice': 25250, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25250.00', 'openInterest': 5765, 'changeinOpenInterest': -5241, 'pchangeinOpenInterest': -47.619480283481735, 'totalTradedVolume': 85950, 'impliedVolatility': 7.3, 'lastPrice': 340.45, 'change': 155.7, 'pChange': 84.27604871447902, 'totalBuyQuantity': 33375, 'totalSellQuantity': 4125, 'bidQty': 150, 'bidprice': 350.5, 'askQty': 75, 'askPrice': 361.25, 'underlyingValue': 25549}","{'strikePrice': 25250, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25250.00', 'openInterest': 18932, 'changeinOpenInterest': 11133, 'pchangeinOpenInterest': 142.7490703936402, 'totalTradedVolume': 149008, 'impliedVolatility': 13.95, 'lastPrice': 73.7, 'change': -109.95, 'pChange': -59.86931663490335, 'totalBuyQuantity': 20325, 'totalSellQuantity': 158475, 'bidQty': 525, 'bidprice': 73.3, 'askQty': 150, 'askPrice': 73.8, 'underlyingValue': 25549}"
25300,03-Jul-2025,"{'strikePrice': 25300, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25300.00', 'openInterest': 31423, 'changeinOpenInterest': -1766, 'pchangeinOpenInterest': -5.321040103648799, 'totalTradedVolume': 391861, 'impliedVolatility': 9.78, 'lastPrice': 319, 'change': 158.8, 'pChange': 99.12609238451935, 'totalBuyQuantity': 111525, 'totalSellQuantity': 19200, 'bidQty': 150, 'bidprice': 319, 'askQty': 75, 'askPrice': 320.9, 'underlyingValue': 25549}","{'strikePrice': 25300, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25300.00', 'openInterest': 53455, 'changeinOpenInterest': 38154, 'pchangeinOpenInterest': 249.3562512254101, 'totalTradedVolume': 428956, 'impliedVolatility': 13.83, 'lastPrice': 85.7, 'change': -122.45, 'pChange': -58.827768436223884, 'totalBuyQuantity': 71325, 'totalSellQuantity': 534225, 'bidQty': 750, 'bidprice': 85.6, 'askQty': 75, 'askPrice': 85.7, 'underlyingValue': 25549}"
25350,03-Jul-2025,"{'strikePrice': 25350, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25350.00', 'openInterest': 14093, 'changeinOpenInterest': 9434, 'pchangeinOpenInterest': 202.48980467911568, 'totalTradedVolume': 212798, 'impliedVolatility': 10.12, 'lastPrice': 284.65, 'change': 147.99999999999997, 'pChange': 108.30589096231245, 'totalBuyQuantity': 36600, 'totalSellQuantity': 8625, 'bidQty': 75, 'bidprice': 282.9, 'askQty': 75, 'askPrice': 284.95, 'underlyingValue': 25549}","{'strikePrice': 25350, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25350.00', 'openInterest': 24342, 'changeinOpenInterest': 22273, 'pchangeinOpenInterest': 1076.510391493475, 'totalTradedVolume': 215073, 'impliedVolatility': 13.67, 'lastPrice': 98.95, 'change': -136.89999999999998, 'pChange': -58.04536781852872, 'totalBuyQuantity': 19725, 'totalSellQuantity': 199500, 'bidQty': 75, 'bidprice': 98.7, 'askQty': 2850, 'askPrice': 99, 'underlyingValue': 25549}"
25400,03-Jul-2025,"{'strikePrice': 25400, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25400.00', 'openInterest': 35136, 'changeinOpenInterest': 14858, 'pchangeinOpenInterest': 73.27152579149818, 'totalTradedVolume': 484675, 'impliedVolatility': 10.25, 'lastPrice': 250.65, 'change': 134.05, 'pChange': 114.96569468267583, 'totalBuyQuantity': 72975, 'totalSellQuantity': 45450, 'bidQty': 150, 'bidprice': 248.35, 'askQty': 75, 'askPrice': 250.3, 'underlyingValue': 25549}","{'strikePrice': 25400, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25400.00', 'openInterest': 56393, 'changeinOpenInterest': 49920, 'pchangeinOpenInterest': 771.2034605283485, 'totalTradedVolume': 441550, 'impliedVolatility': 13.6, 'lastPrice': 115, 'change': -150.10000000000002, 'pChange': -56.620143342135044, 'totalBuyQuantity': 54675, 'totalSellQuantity': 581550, 'bidQty': 75, 'bidprice': 114.2, 'askQty': 2925, 'askPrice': 115, 'underlyingValue': 25549}"
25450,03-Jul-2025,"{'strikePrice': 25450, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25450.00', 'openInterest': 14827, 'changeinOpenInterest': 11290, 'pchangeinOpenInterest': 319.1970596550749, 'totalTradedVolume': 183282, 'impliedVolatility': 10.26, 'lastPrice': 217.7, 'change': 119.6, 'pChange': 121.9164118246687, 'totalBuyQuantity': 42750, 'totalSellQuantity': 33750, 'bidQty': 75, 'bidprice': 217.65, 'askQty': 75, 'askPrice': 218.8, 'underlyingValue': 25549}","{'strikePrice': 25450, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25450.00', 'openInterest': 18427, 'changeinOpenInterest': 17924, 'pchangeinOpenInterest': 3563.4194831013915, 'totalTradedVolume': 130465, 'impliedVolatility': 13.56, 'lastPrice': 133.3, 'change': -163.2, 'pChange': -55.04215851602024, 'totalBuyQuantity': 24225, 'totalSellQuantity': 187800, 'bidQty': 1050, 'bidprice': 133.3, 'askQty': 675, 'askPrice': 134, 'underlyingValue': 25549}"
25500,03-Jul-2025,"{'strikePrice': 25500, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25500.00', 'openInterest': 66129, 'changeinOpenInterest': 27261, 'pchangeinOpenInterest': 70.13738808274158, 'totalTradedVolume': 649507, 'impliedVolatility': 10.35, 'lastPrice': 188.55, 'change': 105.4, 'pChange': 126.75886951292846, 'totalBuyQuantity': 375450, 'totalSellQuantity': 181275, 'bidQty': 450, 'bidprice': 188.55, 'askQty': 1575, 'askPrice': 189.75, 'underlyingValue': 25549}","{'strikePrice': 25500, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25500.00', 'openInterest': 70359, 'changeinOpenInterest': 65710, 'pchangeinOpenInterest': 1413.4222413422242, 'totalTradedVolume': 368657, 'impliedVolatility': 13.56, 'lastPrice': 154.2, 'change': -177.5, 'pChange': -53.51220982815798, 'totalBuyQuantity': 79725, 'totalSellQuantity': 619950, 'bidQty': 150, 'bidprice': 154.2, 'askQty': 75, 'askPrice': 154.75, 'underlyingValue': 25549}"
25550,03-Jul-2025,"{'strikePrice': 25550, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25550.00', 'openInterest': 16955, 'changeinOpenInterest': 13476, 'pchangeinOpenInterest': 387.3526875538948, 'totalTradedVolume': 173787, 'impliedVolatility': 10.49, 'lastPrice': 162.8, 'change': 94.35000000000001, 'pChange': 137.83783783783784, 'totalBuyQuantity': 52800, 'totalSellQuantity': 54975, 'bidQty': 1125, 'bidprice': 161.1, 'askQty': 1425, 'askPrice': 162, 'underlyingValue': 25549}","{'strikePrice': 25550, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25550.00', 'openInterest': 11711, 'changeinOpenInterest': 11554, 'pchangeinOpenInterest': 7359.235668789809, 'totalTradedVolume': 67453, 'impliedVolatility': 13.55, 'lastPrice': 176.9, 'change': -190.79999999999998, 'pChange': -51.89012782159369, 'totalBuyQuantity': 31950, 'totalSellQuantity': 70800, 'bidQty': 1125, 'bidprice': 176.75, 'askQty': 300, 'askPrice': 176.95, 'underlyingValue': 25549}"
25600,03-Jul-2025,"{'strikePrice': 25600, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25600.00', 'openInterest': 31346, 'changeinOpenInterest': 18316, 'pchangeinOpenInterest': 140.56792018419034, 'totalTradedVolume': 352993, 'impliedVolatility': 10.39, 'lastPrice': 136.35, 'change': 80, 'pChange': 141.9698314108252, 'totalBuyQuantity': 136575, 'totalSellQuantity': 153525, 'bidQty': 1125, 'bidprice': 137.2, 'askQty': 75, 'askPrice': 137.65, 'underlyingValue': 25549}","{'strikePrice': 25600, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25600.00', 'openInterest': 11533, 'changeinOpenInterest': 10070, 'pchangeinOpenInterest': 688.3116883116883, 'totalTradedVolume': 82303, 'impliedVolatility': 13.63, 'lastPrice': 203, 'change': -201, 'pChange': -49.75247524752475, 'totalBuyQuantity': 35400, 'totalSellQuantity': 113475, 'bidQty': 750, 'bidprice': 202, 'askQty': 900, 'askPrice': 203, 'underlyingValue': 25549}"
25650,03-Jul-2025,"{'strikePrice': 25650, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25650.00', 'openInterest': 9017, 'changeinOpenInterest': 4756, 'pchangeinOpenInterest': 111.61699131659235, 'totalTradedVolume': 156230, 'impliedVolatility': 10.43, 'lastPrice': 114.6, 'change': 68.35, 'pChange': 147.78378378378378, 'totalBuyQuantity': 66150, 'totalSellQuantity': 49350, 'bidQty': 75, 'bidprice': 114.6, 'askQty': 75, 'askPrice': 115.45, 'underlyingValue': 25549}","{'strikePrice': 25650, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25650.00', 'openInterest': 2491, 'changeinOpenInterest': 2244, 'pchangeinOpenInterest': 908.502024291498, 'totalTradedVolume': 14475, 'impliedVolatility': 13.7, 'lastPrice': 231, 'change': -211.55, 'pChange': -47.80250819116485, 'totalBuyQuantity': 8625, 'totalSellQuantity': 14925, 'bidQty': 150, 'bidprice': 229.3, 'askQty': 75, 'askPrice': 231.15, 'underlyingValue': 25549}"
25700,03-Jul-2025,"{'strikePrice': 25700, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25700.00', 'openInterest': 29350, 'changeinOpenInterest': 16304, 'pchangeinOpenInterest': 124.97317185344167, 'totalTradedVolume': 327400, 'impliedVolatility': 10.37, 'lastPrice': 94, 'change': 56.35, 'pChange': 149.667994687915, 'totalBuyQuantity': 123375, 'totalSellQuantity': 130350, 'bidQty': 600, 'bidprice': 94.9, 'askQty': 75, 'askPrice': 95.25, 'underlyingValue': 25549}","{'strikePrice': 25700, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25700.00', 'openInterest': 5223, 'changeinOpenInterest': 4830, 'pchangeinOpenInterest': 1229.0076335877864, 'totalTradedVolume': 24245, 'impliedVolatility': 13.57, 'lastPrice': 258.3, 'change': -229.5, 'pChange': -47.0479704797048, 'totalBuyQuantity': 11400, 'totalSellQuantity': 50325, 'bidQty': 75, 'bidprice': 258.75, 'askQty': 225, 'askPrice': 260, 'underlyingValue': 25549}"
25750,03-Jul-2025,"{'strikePrice': 25750, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25750.00', 'openInterest': 9563, 'changeinOpenInterest': 5388, 'pchangeinOpenInterest': 129.05389221556885, 'totalTradedVolume': 147967, 'impliedVolatility': 10.46, 'lastPrice': 78, 'change': 47.6, 'pChange': 156.57894736842107, 'totalBuyQuantity': 50025, 'totalSellQuantity': 75600, 'bidQty': 225, 'bidprice': 78, 'askQty': 75, 'askPrice': 78.8, 'underlyingValue': 25549}","{'strikePrice': 25750, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25750.00', 'openInterest': 892, 'changeinOpenInterest': 823, 'pchangeinOpenInterest': 1192.7536231884058, 'totalTradedVolume': 3640, 'impliedVolatility': 13.63, 'lastPrice': 290.15, 'change': -237.80000000000007, 'pChange': -45.04214414243774, 'totalBuyQuantity': 3825, 'totalSellQuantity': 9075, 'bidQty': 75, 'bidprice': 290.5, 'askQty': 75, 'askPrice': 294.5, 'underlyingValue': 25549}"
25800,03-Jul-2025,"{'strikePrice': 25800, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25800.00', 'openInterest': 35703, 'changeinOpenInterest': 18926, 'pchangeinOpenInterest': 112.80920307563927, 'totalTradedVolume': 338158, 'impliedVolatility': 10.48, 'lastPrice': 63.5, 'change': 38.9, 'pChange': 158.13008130081298, 'totalBuyQuantity': 115275, 'totalSellQuantity': 147225, 'bidQty': 450, 'bidprice': 63.5, 'askQty': 300, 'askPrice': 64, 'underlyingValue': 25549}","{'strikePrice': 25800, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25800.00', 'openInterest': 4012, 'changeinOpenInterest': 3262, 'pchangeinOpenInterest': 434.93333333333334, 'totalTradedVolume': 12479, 'impliedVolatility': 14.1, 'lastPrice': 329.15, 'change': -240.70000000000005, 'pChange': -42.23918575063614, 'totalBuyQuantity': 5925, 'totalSellQuantity': 15600, 'bidQty': 75, 'bidprice': 326.95, 'askQty': 75, 'askPrice': 329.5, 'underlyingValue': 25549}"
25850,03-Jul-2025,"{'strikePrice': 25850, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25850.00', 'openInterest': 8887, 'changeinOpenInterest': 5753, 'pchangeinOpenInterest': 183.5673261008296, 'totalTradedVolume': 137477, 'impliedVolatility': 10.56, 'lastPrice': 51.8, 'change': 31.849999999999998, 'pChange': 159.64912280701753, 'totalBuyQuantity': 75600, 'totalSellQuantity': 38400, 'bidQty': 150, 'bidprice': 51.1, 'askQty': 150, 'askPrice': 51.9, 'underlyingValue': 25549}","{'strikePrice': 25850, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25850.00', 'openInterest': 206, 'changeinOpenInterest': 184, 'pchangeinOpenInterest': 836.3636363636364, 'totalTradedVolume': 884, 'impliedVolatility': 14.46, 'lastPrice': 368.1, 'change': -424.1, 'pChange': -53.53446099469831, 'totalBuyQuantity': 2775, 'totalSellQuantity': 6000, 'bidQty': 75, 'bidprice': 363.15, 'askQty': 150, 'askPrice': 367.55, 'underlyingValue': 25549}"
25900,03-Jul-2025,"{'strikePrice': 25900, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025CE25900.00', 'openInterest': 20757, 'changeinOpenInterest': 7226, 'pchangeinOpenInterest': 53.403296134801565, 'totalTradedVolume': 220723, 'impliedVolatility': 10.57, 'lastPrice': 41.15, 'change': 25.4, 'pChange': 161.26984126984127, 'totalBuyQuantity': 106500, 'totalSellQuantity': 49425, 'bidQty': 150, 'bidprice': 41.25, 'askQty': 75, 'askPrice': 41.5, 'underlyingValue': 25549}","{'strikePrice': 25900, 'expiryDate': '03-Jul-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY03-07-2025PE25900.00', 'openInterest': 585, 'changeinOpenInterest': 468, 'pchangeinOpenInterest': 400, 'totalTradedVolume': 2191, 'impliedVolatility': 14.57, 'lastPrice': 405.35, 'change': -257.9, 'pChange': -38.88428194496796, 'totalBuyQuantity': 3975, 'totalSellQuantity': 10725, 'bidQty': 150, 'bidprice': 403.5, 'askQty': 75, 'askPrice': 409.95, 'underlyingValue': 25549}"
