Timestamp,Open,High,Low,Close,Volume,HA_Close,HA_Open,HA_High,HA_Low,Supertrend1,Supertrend2,Signal
2025-07-01 15:20:00+05:30,25549.65,25556.95,25530.7,25537.95,0,25543.81,25543.8,25556.95,25530.7,,,
2025-07-01 15:25:00+05:30,25538.75,25544.25,25527.0,25533.0,0,25535.75,25543.81,25544.25,25527.0,,,
2025-07-02 09:15:00+05:30,25588.3,25608.1,25573.15,25590.8,0,25590.09,25539.78,25608.1,25539.78,,,
2025-07-02 09:20:00+05:30,25591.35,25604.55,25585.0,25585.95,0,25591.71,25564.93,25604.55,25564.93,,,
2025-07-02 09:25:00+05:30,25584.4,25584.4,25559.05,25568.9,0,25574.19,25578.32,25584.4,25559.05,,,
2025-07-02 09:30:00+05:30,25567.85,25576.45,25545.55,25546.65,0,25559.12,25576.26,25576.45,25545.55,,,
2025-07-02 09:35:00+05:30,25548.5,25560.55,25546.75,25556.0,0,25552.95,25567.69,25567.69,25546.75,,,
2025-07-02 09:40:00+05:30,25556.3,25556.3,25533.35,25535.9,0,25545.46,25560.32,25560.32,25533.35,,,
2025-07-02 09:45:00+05:30,25535.35,25543.9,25531.3,25543.65,0,25538.55,25552.89,25552.89,25531.3,,,
2025-07-02 09:50:00+05:30,25543.5,25559.15,25540.05,25540.5,0,25545.8,25545.72,25559.15,25540.05,,,
2025-07-02 09:55:00+05:30,25541.4,25553.5,25532.7,25534.1,0,25540.43,25545.76,25553.5,25532.7,,,
2025-07-02 10:00:00+05:30,25534.15,25535.55,25517.25,25526.7,0,25528.41,25543.09,25543.09,25517.25,,,
2025-07-02 10:05:00+05:30,25527.15,25528.05,25513.05,25520.25,0,25522.12,25535.75,25535.75,25513.05,,,
2025-07-02 10:10:00+05:30,25519.3,25530.9,25518.4,25526.1,0,25523.68,25528.94,25530.9,25518.4,,,
2025-07-02 10:15:00+05:30,25525.05,25525.95,25496.85,25507.7,0,25513.89,25526.31,25526.31,25496.85,,,
2025-07-02 10:20:00+05:30,25507.85,25528.15,25507.85,25518.85,0,25515.68,25520.1,25528.15,25507.85,,25567.89,
2025-07-02 10:25:00+05:30,25519.8,25528.0,25515.0,25523.55,0,25521.59,25517.89,25528.0,25515.0,,25567.89,
2025-07-02 10:30:00+05:30,25523.0,25523.0,25511.3,25513.85,0,25517.79,25519.74,25523.0,25511.3,,25567.89,
2025-07-02 10:35:00+05:30,25514.8,25515.35,25492.7,25494.65,0,25504.38,25518.76,25518.76,25492.7,,25556.79,
2025-07-02 10:40:00+05:30,25493.85,25495.05,25482.5,25491.75,0,25490.79,25511.57,25511.57,25482.5,,25548.6,
2025-07-02 10:45:00+05:30,25491.45,25498.6,25485.6,25492.2,0,25491.96,25501.18,25501.18,25485.6,,25543.5,
2025-07-02 10:50:00+05:30,25492.65,25494.2,25487.4,25491.65,0,25491.48,25496.57,25496.57,25487.4,,25539.83,
2025-07-02 10:55:00+05:30,25493.2,25498.75,25488.85,25491.85,0,25493.16,25494.02,25498.75,25488.85,25516.7,25539.64,BUY_PUT
2025-07-02 11:00:00+05:30,25492.0,25494.45,25475.1,25486.25,0,25486.95,25493.59,25494.45,25475.1,25508.56,25530.1,
2025-07-02 11:05:00+05:30,25485.9,25487.8,25473.5,25474.0,0,25480.3,25490.27,25490.27,25473.5,25505.34,25526.37,
2025-07-02 11:10:00+05:30,25473.9,25477.2,25466.7,25477.2,0,25473.75,25485.29,25485.29,25466.7,25499.22,25519.96,
2025-07-02 11:15:00+05:30,25477.3,25481.7,25463.4,25477.55,0,25474.99,25479.52,25481.7,25463.4,25495.54,25515.99,
2025-07-02 11:20:00+05:30,25477.3,25488.25,25475.2,25486.1,0,25481.71,25477.25,25488.25,25475.2,25495.54,25515.99,
2025-07-02 11:25:00+05:30,25484.3,25501.5,25483.95,25493.9,0,25490.91,25479.48,25501.5,25479.48,25495.54,25515.99,
2025-07-02 11:30:00+05:30,25493.2,25494.3,25473.25,25476.8,0,25484.39,25485.2,25494.3,25473.25,25495.54,25515.99,
2025-07-02 11:35:00+05:30,25477.9,25485.9,25474.4,25475.95,0,25478.54,25484.79,25485.9,25474.4,25495.54,25515.99,
2025-07-02 11:40:00+05:30,25475.65,25485.45,25472.95,25485.3,0,25479.84,25481.67,25485.45,25472.95,25495.54,25515.99,
2025-07-02 11:45:00+05:30,25485.5,25500.15,25480.45,25497.9,0,25491.0,25480.75,25500.15,25480.45,25495.54,25515.99,
2025-07-02 11:50:00+05:30,25498.9,25499.75,25485.25,25494.3,0,25494.55,25485.88,25499.75,25485.25,25495.54,25515.99,
2025-07-02 11:55:00+05:30,25495.7,25496.75,25489.8,25490.0,0,25493.06,25490.21,25496.75,25489.8,25495.54,25515.99,
2025-07-02 12:00:00+05:30,25490.75,25492.45,25480.1,25489.75,0,25488.26,25491.64,25492.45,25480.1,25495.54,25515.99,
2025-07-02 12:05:00+05:30,25489.45,25498.75,25487.7,25498.25,0,25493.54,25489.95,25498.75,25487.7,25495.54,25515.99,
2025-07-02 12:10:00+05:30,25498.25,25503.95,25493.15,25499.5,0,25498.71,25491.74,25503.95,25491.74,25478.57,25515.99,
2025-07-02 12:15:00+05:30,25499.15,25501.35,25488.95,25492.05,0,25495.38,25495.23,25501.35,25488.95,25478.57,25515.99,
2025-07-02 12:20:00+05:30,25491.55,25496.8,25489.55,25495.0,0,25493.22,25495.3,25496.8,25489.55,25478.57,25515.99,
2025-07-02 12:25:00+05:30,25495.0,25497.05,25488.8,25491.6,0,25493.11,25494.26,25497.05,25488.8,25478.57,25515.99,
2025-07-02 12:30:00+05:30,25491.25,25495.6,25486.8,25489.35,0,25490.75,25493.69,25495.6,25486.8,25478.57,25515.99,
2025-07-02 12:35:00+05:30,25489.25,25491.5,25484.7,25490.15,0,25488.9,25492.22,25492.22,25484.7,25478.57,25515.99,
2025-07-02 12:40:00+05:30,25490.15,25495.65,25484.65,25493.75,0,25491.05,25490.56,25495.65,25484.65,25478.57,25515.99,
2025-07-02 12:45:00+05:30,25494.0,25495.65,25480.15,25484.65,0,25488.61,25490.8,25495.65,25480.15,25478.57,25515.99,
2025-07-02 12:50:00+05:30,25483.2,25484.85,25460.35,25477.4,0,25476.45,25489.71,25489.71,25460.35,25492.29,25506.13,
2025-07-02 12:55:00+05:30,25477.4,25478.7,25472.25,25474.7,0,25475.76,25483.08,25483.08,25472.25,25492.29,25506.13,
2025-07-02 13:00:00+05:30,25474.45,25489.95,25471.4,25485.1,0,25480.22,25479.42,25489.95,25471.4,25492.29,25506.13,
2025-07-02 13:05:00+05:30,25486.15,25487.2,25477.35,25479.75,0,25482.61,25479.82,25487.2,25477.35,25492.29,25506.13,
2025-07-02 13:10:00+05:30,25479.6,25481.7,25463.05,25463.1,0,25471.86,25481.22,25481.7,25463.05,25489.2,25503.12,
2025-07-02 13:15:00+05:30,25463.45,25463.65,25443.15,25444.25,0,25453.62,25476.54,25476.54,25443.15,25477.46,25493.16,
2025-07-02 13:20:00+05:30,25443.65,25446.45,25427.35,25432.15,0,25437.4,25465.08,25465.08,25427.35,25464.79,25482.54,
2025-07-02 13:25:00+05:30,25431.85,25432.3,25404.2,25405.35,0,25418.42,25451.24,25451.24,25404.2,25447.65,25468.17,
2025-07-02 13:30:00+05:30,25405.15,25415.85,25389.55,25408.95,0,25404.88,25434.83,25434.83,25389.55,25433.32,25456.22,
2025-07-02 13:35:00+05:30,25408.55,25417.4,25405.95,25415.6,0,25411.88,25419.85,25419.85,25405.95,25433.32,25455.93,
2025-07-02 13:40:00+05:30,25415.85,25417.65,25384.6,25396.8,0,25403.72,25415.86,25417.65,25384.6,25422.55,25445.8,
2025-07-02 13:45:00+05:30,25397.35,25400.7,25383.95,25398.75,0,25395.19,25409.79,25409.79,25383.95,25418.5,25442.04,
2025-07-02 13:50:00+05:30,25398.45,25407.15,25393.55,25394.9,0,25398.51,25402.49,25407.15,25393.55,25418.5,25442.04,
2025-07-02 13:55:00+05:30,25395.4,25408.4,25387.75,25408.05,0,25399.9,25400.5,25408.4,25387.75,25418.5,25441.78,
2025-07-02 14:00:00+05:30,25407.7,25408.6,25397.25,25403.4,0,25404.24,25400.2,25408.6,25397.25,25418.5,25441.78,
2025-07-02 14:05:00+05:30,25403.85,25414.85,25402.85,25413.4,0,25408.74,25402.22,25414.85,25402.22,25418.5,25441.78,
2025-07-02 14:10:00+05:30,25414.5,25425.1,25411.65,25415.3,0,25416.64,25405.48,25425.1,25405.48,25418.5,25441.78,
2025-07-02 14:15:00+05:30,25417.15,25423.85,25413.2,25420.6,0,25418.7,25411.06,25423.85,25411.06,25397.49,25441.78,
2025-07-02 14:20:00+05:30,25420.35,25421.95,25398.65,25407.25,0,25412.05,25414.88,25421.95,25398.65,25397.49,25441.78,
2025-07-02 14:25:00+05:30,25407.4,25409.15,25400.45,25404.75,0,25405.44,25413.46,25413.46,25400.45,25397.49,25441.78,
2025-07-02 14:30:00+05:30,25404.95,25411.8,25400.5,25401.4,0,25404.66,25409.45,25411.8,25400.5,25397.49,25441.78,
2025-07-02 14:35:00+05:30,25401.5,25403.95,25389.8,25391.35,0,25396.65,25407.06,25407.06,25389.8,25417.71,25436.24,
2025-07-02 14:40:00+05:30,25390.6,25403.75,25378.75,25398.3,0,25392.85,25401.85,25403.75,25378.75,25410.81,25429.93,
2025-07-02 14:45:00+05:30,25399.1,25416.55,25397.05,25411.75,0,25406.11,25397.35,25416.55,25397.05,25410.81,25429.93,
2025-07-02 14:50:00+05:30,25413.05,25413.05,25400.8,25406.95,0,25408.46,25401.73,25413.05,25400.8,25410.81,25429.93,
2025-07-02 14:55:00+05:30,25408.6,25431.0,25406.35,25430.2,0,25419.04,25405.1,25431.0,25405.1,25398.34,25429.93,EXIT
2025-07-02 15:00:00+05:30,25432.2,25458.35,25431.1,25456.35,0,25444.5,25412.07,25458.35,25412.07,25414.24,25392.19,BUY_CALL
2025-07-02 15:05:00+05:30,25457.3,25472.1,25450.35,25472.1,0,25462.96,25428.28,25472.1,25428.28,25428.13,25403.98,
2025-07-02 15:10:00+05:30,25471.85,25472.8,25459.2,25459.55,0,25465.85,25445.62,25472.8,25445.62,25436.91,25412.42,
2025-07-02 15:15:00+05:30,25459.35,25459.9,25440.05,25443.65,0,25450.74,25455.74,25459.9,25440.05,25436.91,25412.42,
2025-07-02 15:20:00+05:30,25443.55,25452.55,25443.15,25445.7,0,25446.24,25453.24,25453.24,25443.15,25436.91,25412.42,
2025-07-02 15:25:00+05:30,25445.55,25451.95,25441.3,25442.85,0,25445.41,25449.74,25451.95,25441.3,25436.91,25412.42,
2025-07-03 09:15:00+05:30,25505.1,25522.25,25484.0,25521.05,0,25508.1,25447.57,25522.25,25447.57,25460.92,25433.54,
2025-07-03 09:20:00+05:30,25522.75,25537.05,25459.35,25465.05,0,25496.05,25477.84,25537.05,25459.35,25471.65,25439.4,
2025-07-03 09:25:00+05:30,25465.4,25478.95,25429.75,25435.45,0,25452.39,25486.94,25486.94,25429.75,25486.78,25439.4,EXIT
2025-07-03 09:30:00+05:30,25434.85,25469.4,25434.85,25462.55,0,25450.41,25469.67,25469.67,25434.85,25481.0,25439.4,
2025-07-03 09:35:00+05:30,25462.7,25496.15,25457.6,25464.9,0,25470.34,25460.04,25496.15,25457.6,25481.0,25439.4,
2025-07-03 09:40:00+05:30,25464.4,25497.2,25453.85,25497.2,0,25478.16,25465.19,25497.2,25453.85,25481.0,25439.4,BUY_CALL
2025-07-03 09:45:00+05:30,25497.1,25518.25,25495.2,25518.15,0,25507.18,25471.68,25518.25,25471.68,25463.98,25439.4,
2025-07-03 09:50:00+05:30,25517.25,25538.25,25502.35,25531.7,0,25522.39,25489.43,25538.25,25489.43,25482.0,25442.18,
2025-07-03 09:55:00+05:30,25532.3,25547.25,25528.6,25545.35,0,25538.38,25505.91,25547.25,25505.91,25494.29,25454.14,
2025-07-03 10:00:00+05:30,25545.95,25559.8,25533.4,25540.65,0,25544.95,25522.14,25559.8,25522.14,25508.42,25468.32,
2025-07-03 10:05:00+05:30,25539.8,25551.6,25529.6,25545.1,0,25541.52,25533.55,25551.6,25529.6,25508.56,25470.0,
2025-07-03 10:10:00+05:30,25545.8,25557.8,25533.95,25543.05,0,25545.15,25537.54,25557.8,25533.95,25514.22,25476.91,
2025-07-03 10:15:00+05:30,25542.5,25553.1,25534.1,25542.75,0,25543.11,25541.34,25553.1,25534.1,25514.22,25476.91,
2025-07-03 10:20:00+05:30,25542.35,25553.1,25532.15,25552.75,0,25545.09,25542.23,25553.1,25532.15,25514.22,25477.65,
2025-07-03 10:25:00+05:30,25553.8,25567.5,25550.35,25553.05,0,25556.18,25543.66,25567.5,25543.66,25525.33,25491.84,
2025-07-03 10:30:00+05:30,25551.95,25564.5,25551.95,25557.1,0,25556.38,25549.92,25564.5,25549.92,25527.71,25495.94,
2025-07-03 10:35:00+05:30,25555.65,25562.25,25547.95,25551.55,0,25554.35,25553.15,25562.25,25547.95,25527.71,25496.16,
2025-07-03 10:40:00+05:30,25550.9,25554.5,25544.7,25547.85,0,25549.49,25553.75,25554.5,25544.7,25527.71,25496.16,
2025-07-03 10:45:00+05:30,25548.0,25548.9,25537.55,25547.85,0,25545.57,25551.62,25551.62,25537.55,25527.71,25496.16,
2025-07-03 10:50:00+05:30,25546.25,25552.6,25531.2,25535.9,0,25541.49,25548.6,25552.6,25531.2,25527.71,25496.16,
2025-07-03 10:55:00+05:30,25536.1,25539.05,25526.45,25531.15,0,25533.19,25545.04,25545.04,25526.45,25527.71,25496.16,
2025-07-03 11:00:00+05:30,25533.2,25549.65,25533.1,25544.85,0,25540.2,25539.11,25549.65,25533.1,25527.71,25496.16,
2025-07-03 11:05:00+05:30,25544.25,25567.1,25543.55,25561.8,0,25554.18,25539.66,25567.1,25539.66,25527.71,25502.28,
2025-07-03 11:10:00+05:30,25560.6,25563.7,25549.6,25554.2,0,25557.02,25546.92,25563.7,25546.92,25529.62,25505.47,
2025-07-03 11:15:00+05:30,25554.85,25565.65,25549.3,25554.7,0,25556.12,25551.97,25565.65,25549.3,25532.23,25508.86,
2025-07-03 11:20:00+05:30,25555.0,25567.8,25551.75,25567.2,0,25560.44,25554.05,25567.8,25551.75,25534.97,25512.34,
2025-07-03 11:25:00+05:30,25566.75,25576.7,25539.65,25539.65,0,25555.69,25557.24,25576.7,25539.65,25534.97,25512.34,
2025-07-03 11:30:00+05:30,25542.3,25550.5,25538.35,25545.9,0,25544.26,25556.47,25556.47,25538.35,25534.97,25512.34,
2025-07-03 11:35:00+05:30,25545.95,25552.45,25535.4,25547.2,0,25545.25,25550.36,25552.45,25535.4,25534.97,25512.34,
2025-07-03 11:40:00+05:30,25550.5,25551.3,25504.1,25512.9,0,25529.7,25547.81,25551.3,25504.1,25553.43,25512.34,
2025-07-03 11:45:00+05:30,25512.6,25515.85,25484.85,25507.05,0,25505.09,25538.75,25538.75,25484.85,25538.88,25566.62,EXIT
2025-07-03 11:50:00+05:30,25505.6,25516.65,25501.3,25508.2,0,25507.94,25521.92,25521.92,25501.3,25538.38,25565.46,BUY_PUT
2025-07-03 11:55:00+05:30,25508.4,25521.4,25507.25,25514.4,0,25512.86,25514.93,25521.4,25507.25,25538.38,25565.46,
2025-07-03 12:00:00+05:30,25513.6,25517.8,25501.05,25508.45,0,25510.22,25513.9,25517.8,25501.05,25535.14,25560.13,
2025-07-03 12:05:00+05:30,25508.3,25510.3,25502.45,25505.95,0,25506.75,25512.06,25512.06,25502.45,25532.21,25555.71,
2025-07-03 12:10:00+05:30,25505.5,25508.6,25500.9,25503.95,0,25504.74,25509.41,25509.41,25500.9,25529.32,25551.36,
2025-07-03 12:15:00+05:30,25503.8,25504.9,25486.45,25489.9,0,25496.26,25507.07,25507.07,25486.45,25520.76,25542.61,
